Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons,
19-12-09,78703,Multi-Family,15141400,
25-04-18,78703,Irrigation - Multi-Family,588100,
30-11-10,78704,Irrigation - Multi-Family,1991800,
29-11-12,78704,Irrigation - Residential,258400,
06-08-17,78704,Multi-Family,49476300,
29-10-15,78704,Residential,55223600,
06-01-12,78705,Irrigation - Multi-Family,459500,
22-01-16,78705,Multi-Family,32127200,
26-10-17,78705,Residential,12254200,
25-11-18,78705,Irrigation - Residential,81700,
29-12-16,78717,Multi-Family,6877800,
23-08-15,78717,Residential,43627000,
23-03-11,78717,Irrigation - Multi-Family,2901000,
25-08-12,78717,Irrigation - Residential,19400,
09-02-12,78719,Multi-Family,583300,
16-04-11,78719,Residential,1830400,
21-02-18,78721,Irrigation - Multi-Family,235000,
23-09-13,78721,Irrigation - Residential,8000,
23-01-12,78721,Multi-Family,4599200,
19-11-19,78721,Residential,16297400,
22-10-19,78722,Irrigation - Multi-Family,44500,
16-07-13,78722,Multi-Family,3064500,
31-12-18,78722,Residential,10681900,
13-12-15,78723,Irrigation - Multi-Family,128000,
02-05-19,78723,Multi-Family,19932400,
29-12-12,78723,Residential,39479500,
23-05-11,78724,Residential,21472700,
19-02-13,78724,Multi-Family,11055900,
13-08-12,78724,Irrigation - Multi-Family,35600,
19-06-15,78724,Irrigation - Residential,34300,
24-11-15,78725,Residential,2378900,
13-08-11,78725,Multi-Family,280100,
14-09-11,78726,Irrigation - Multi-Family,3665800,
26-06-15,78726,Residential,26270000,
03-06-18,78726,Irrigation - Residential,85100,
01-07-10,78726,Multi-Family,11411400,
28-02-16,78727,Irrigation - Multi-Family,4743500,
26-04-19,78727,Irrigation - Residential,7900,
23-11-13,78727,Multi-Family,19635600,
02-02-15,78727,Residential,53116900,
24-12-08,78728,Multi-Family,7424200,
20-07-11,78728,Residential,5035000,
20-12-10,78728,Irrigation - Multi-Family,1627700,
10-03-10,78729,Irrigation - Multi-Family,2387900,
21-02-09,78729,Irrigation - Residential,27400,
13-04-14,78729,Multi-Family,22862000,
26-07-14,78729,Residential,28412500,
25-07-19,78730,Irrigation - Residential,207800,
23-02-09,78730,Residential,21571200,
09-09-18,78730,Irrigation - Multi-Family,2469700,
16-05-17,78730,Multi-Family,4379100,
08-11-09,78731,Irrigation - Multi-Family,973200,
03-02-13,78731,Multi-Family,19655600,
30-01-16,78731,Residential,85318700,
30-12-11,78731,Irrigation - Residential,531000,
30-05-12,78732,Residential,6000,
20-11-19,78733,Residential,46200,
05-07-11,78735,Multi-Family,10388000,
15-10-15,78735,Irrigation - Multi-Family,1693000,
25-04-15,78735,Residential,29950400,
28-05-19,78736,Irrigation - Multi-Family,196900,
11-10-16,78736,Residential,17434900,
05-05-16,78736,Irrigation - Residential,19100,
27-12-12,78736,Multi-Family,2169800,
16-11-17,78737,Irrigation - Residential,5700,
12-11-11,78737,Residential,9284600,
23-11-12,78738,Residential,9700,
12-05-14,78739,Irrigation - Residential,,
05-04-19,78739,Residential,61971900,
30-09-18,78741,Multi-Family,84210200,
04-12-12,78741,Residential,21334068,
08-01-16,78741,Irrigation - Multi-Family,3260100,
12-03-15,78741,Irrigation - Residential,20900,
01-02-11,78742,Multi-Family,363000,
19-06-14,78742,Residential,693800,
19-10-14,78744,Irrigation - Multi-Family,1091800,
13-09-15,78744,Irrigation - Residential,1400,
06-12-09,78744,Multi-Family,24781900,
14-07-09,78744,Residential,56049800,
31-01-11,78745,Irrigation - Multi-Family,2973900,
11-07-11,78745,Irrigation - Residential,70000,
11-03-18,78745,Residential,90522200,
27-07-11,78745,Multi-Family,33154100,
27-10-15,78746,Irrigation - Multi-Family,781200,
08-04-15,78746,Multi-Family,13200400,
09-07-16,78746,Irrigation - Residential,426200,
02-10-11,78746,Residential,47822800,
10-11-13,78747,Irrigation - Multi-Family,935600,
22-09-19,78747,Multi-Family,7457600,
04-11-13,78747,Irrigation - Residential,190300,
07-07-16,78747,Residential,30830300,
03-08-16,78748,Multi-Family,15564500,
09-05-09,78748,Residential,87972800,
22-02-17,78748,Irrigation - Multi-Family,5547800,
19-12-19,78748,Irrigation - Residential,26000,
16-01-19,78749,Multi-Family,16355600,
22-05-19,78749,Residential,89234200,
26-08-12,78749,Irrigation - Residential,7600,
24-09-10,78749,Irrigation - Multi-Family,5268500,
07-09-19,78750,Irrigation - Residential,13700,
30-03-19,78750,Irrigation - Multi-Family,1809900,
12-01-10,78750,Residential,73753000,
11-02-14,78750,Multi-Family,15307000,
24-11-12,78751,Multi-Family,13754600,
05-01-18,78751,Residential,18243900,
05-08-17,78751,Irrigation - Multi-Family,314400,
05-01-12,78751,Irrigation - Residential,122400,
13-02-11,78752,Irrigation - Multi-Family,68200,
05-12-18,78752,Multi-Family,18550200,
04-04-10,78752,Residential,14668200,
29-01-18,78753,Multi-Family,44513000,
06-08-16,78753,Irrigation - Residential,,
29-03-13,78753,Irrigation - Multi-Family,3530900,
28-07-19,78753,Residential,47957500,
04-05-13,78754,Residential,23885000,
30-05-13,78754,Irrigation - Residential,,
20-02-18,78754,Irrigation - Multi-Family,1530500,
17-09-09,78754,Multi-Family,15432900,
14-10-09,78756,Residential,14325700,
18-05-16,78756,Multi-Family,6828800,
22-06-13,78756,Irrigation - Residential,89400,
21-06-16,78756,Irrigation - Multi-Family,69000,
27-03-10,78757,Irrigation - Residential,77900,
27-01-17,78757,Multi-Family,14808700,
16-01-16,78757,Residential,43611700,
07-08-19,78757,Irrigation - Multi-Family,61600,
25-02-12,78758,Residential,48609800,
15-12-17,78758,Multi-Family,50846500,
13-05-18,78758,Irrigation - Multi-Family,2858700,
08-09-12,78758,Irrigation - Residential,26100,
30-12-08,78759,Residential,90258300,
02-05-17,78759,Irrigation - Multi-Family,1102200,
05-09-10,78759,Irrigation - Residential,107100,
15-10-10,78759,Multi-Family,36305100,
01-12-19,78613,Multi-Family,23000,
23-02-11,78613,Irrigation - Multi-Family,78000,
13-10-19,78617,Residential,22493600,
06-05-11,78617,Multi-Family,3314800,
04-11-09,78652,Residential,906500,
24-02-17,78652,Irrigation - Residential,53100,
14-02-15,78652,Multi-Family,18200,
28-06-11,78653,Residential,2700900,
05-05-18,78653,Multi-Family,236900,
13-12-12,78660,Multi-Family,3199200,
07-08-09,78660,Residential,10537600,
05-06-09,78660,Irrigation - Residential,21800,
20-01-15,78701,Irrigation - Multi-Family,361600,
20-05-16,78701,Multi-Family,13594700,
09-03-14,78701,Residential,1620700,
22-04-17,78702,Irrigation - Multi-Family,899400,
31-08-14,78702,Irrigation - Residential,30800,
22-05-14,78702,Residential,32392100,
20-01-13,78702,Multi-Family,9319400,
01-05-18,78703,Irrigation - Multi-Family,967200,
21-08-13,78703,Irrigation - Residential,1929800,
01-12-11,78703,Multi-Family,15676800,
03-09-09,78703,Residential,77404200,
06-08-13,78704,Irrigation - Multi-Family,2197800,
02-01-14,78704,Irrigation - Residential,255600,
05-02-17,78704,Residential,63621100,
29-05-09,78704,Multi-Family,50197800,
24-01-18,78705,Irrigation - Multi-Family,495600,
11-06-16,78705,Irrigation - Residential,191100,
08-06-11,78705,Multi-Family,29244000,
26-12-16,78705,Residential,11796300,
08-05-19,78717,Irrigation - Multi-Family,5362300,
11-04-10,78717,Irrigation - Residential,43800,
23-09-14,78717,Multi-Family,7743600,
03-03-17,78717,Residential,60736700,
23-12-12,78719,Residential,1863600,
03-05-10,78719,Multi-Family,525900,
17-05-16,78721,Irrigation - Residential,21300,
29-02-16,78721,Residential,18978600,
31-03-15,78721,Irrigation - Multi-Family,258200,
14-10-17,78721,Multi-Family,5239300,
05-06-16,78722,Multi-Family,3296900,
07-01-09,78722,Irrigation - Multi-Family,152600,
24-12-15,78722,Residential,11584600,
02-06-15,78723,Irrigation - Multi-Family,150300,
31-01-10,78723,Residential,45257500,
11-02-12,78723,Multi-Family,21844000,
18-02-13,78724,Irrigation - Residential,49000,
26-07-13,78724,Irrigation - Multi-Family,100800,
21-08-10,78724,Multi-Family,14868200,
05-02-09,78724,Residential,25447700,
14-02-12,78725,Multi-Family,333900,
09-10-12,78725,Residential,2790700,
19-02-10,78726,Irrigation - Residential,68200,
22-03-15,78726,Multi-Family,12255000,
01-02-18,78726,Residential,28263300,
18-03-15,78726,Irrigation - Multi-Family,3920800,
15-08-12,78727,Irrigation - Residential,7300,
15-03-16,78727,Multi-Family,20478200,
20-09-13,78727,Residential,59052100,
04-05-16,78727,Irrigation - Multi-Family,6725600,
05-02-18,78728,Multi-Family,7525300,
27-08-13,78728,Residential,6593700,
16-06-16,78728,Irrigation - Multi-Family,1588400,
26-05-09,78729,Irrigation - Multi-Family,4085700,
18-12-12,78729,Residential,35317700,
22-06-10,78729,Irrigation - Residential,12600,
18-07-09,78729,Multi-Family,26584700,
05-11-15,78730,Residential,21913100,
20-10-16,78730,Irrigation - Residential,204500,
20-07-15,78730,Irrigation - Multi-Family,1667100,
25-03-16,78730,Multi-Family,4748700,
25-03-10,78731,Irrigation - Multi-Family,971300,
02-08-12,78731,Residential,99835800,
13-04-17,78731,Irrigation - Residential,809700,
26-01-10,78731,Multi-Family,20618700,
02-10-18,78732,Residential,9000,
18-12-10,78733,Residential,48800,
13-06-17,78735,Irrigation - Multi-Family,2261000,
19-07-19,78735,Residential,35010800,
01-08-19,78735,Multi-Family,11353500,
13-09-12,78736,Multi-Family,1831000,
22-04-19,78736,Irrigation - Residential,19900,
11-10-11,78736,Irrigation - Multi-Family,277800,
05-05-12,78736,Residential,19436100,
19-04-13,78737,Irrigation - Residential,5800,
23-06-12,78737,Residential,11993100,
11-06-15,78738,Residential,9000,
08-01-15,78739,Residential,66495100,
26-01-18,78739,Irrigation - Residential,,
27-09-15,78741,Irrigation - Multi-Family,3280500,
30-01-19,78741,Residential,21802700,
15-10-13,78741,Irrigation - Residential,27700,
14-11-09,78741,Multi-Family,81863700,
24-03-13,78742,Multi-Family,643300,
11-12-18,78742,Residential,682300,
04-07-12,78744,Irrigation - Residential,2600,
15-04-18,78744,Multi-Family,26737800,
14-10-15,78744,Residential,57835600,
28-10-18,78744,Irrigation - Multi-Family,1203400,
13-02-19,78745,Irrigation - Multi-Family,3799000,
04-06-18,78745,Residential,99561000,
26-09-10,78745,Multi-Family,33236700,
03-04-19,78745,Irrigation - Residential,88100,
11-10-19,78746,Multi-Family,15136200,
08-12-17,78746,Irrigation - Residential,611900,
25-10-15,78746,Irrigation - Multi-Family,1207200,
13-03-12,78746,Residential,55924100,
23-04-11,78747,Residential,31874500,
25-03-12,78747,Irrigation - Multi-Family,1183500,
26-05-14,78747,Irrigation - Residential,192600,
06-01-17,78747,Multi-Family,8090900,
26-01-15,78748,Irrigation - Multi-Family,5840500,
14-02-11,78748,Irrigation - Residential,12000,
17-09-17,78748,Residential,90551100,
07-10-19,78748,Multi-Family,16236500,
17-12-09,78749,Irrigation - Residential,11900,
02-11-12,78749,Multi-Family,17702200,
21-02-19,78749,Irrigation - Multi-Family,9308600,
27-08-18,78749,Residential,105830400,
05-10-16,78750,Irrigation - Residential,31600,
19-06-18,78750,Irrigation - Multi-Family,2529700,
14-11-12,78750,Residential,92646100,
31-05-17,78750,Multi-Family,15610200,
05-12-10,78751,Irrigation - Multi-Family,321200,
17-04-14,78751,Irrigation - Residential,86600,
01-03-09,78751,Multi-Family,12988200,
22-08-11,78751,Residential,19945800,
18-11-14,78752,Irrigation - Multi-Family,19500,
05-02-14,78752,Multi-Family,19613700,
11-03-14,78752,Residential,15754025,
13-11-19,78753,Irrigation - Multi-Family,5455400,
23-03-15,78753,Irrigation - Residential,200,
23-06-18,78753,Multi-Family,48993900,
10-12-09,78753,Residential,58806900,
21-03-18,78754,Irrigation - Residential,,
13-10-09,78754,Residential,29432400,
17-01-11,78754,Multi-Family,15746500,
15-08-19,78754,Irrigation - Multi-Family,2150100,
23-03-16,78756,Multi-Family,6748200,
21-10-11,78756,Irrigation - Multi-Family,129000,
27-01-19,78756,Residential,15232000,
30-03-11,78756,Irrigation - Residential,60300,
28-01-19,78757,Multi-Family,16387100,
22-03-19,78757,Irrigation - Multi-Family,75600,
12-10-10,78757,Irrigation - Residential,78300,
25-11-17,78757,Residential,49555800,
05-05-10,78758,Irrigation - Multi-Family,3462200,
19-01-14,78758,Irrigation - Residential,29300,
19-05-15,78758,Multi-Family,54363700,
10-10-11,78758,Residential,57491700,
31-08-12,78759,Irrigation - Multi-Family,1468800,
03-09-14,78759,Multi-Family,39024300,
30-10-18,78759,Irrigation - Residential,240000,
23-08-12,78759,Residential,109702600,
28-07-09,78613,Multi-Family,29000,
29-11-11,78613,Irrigation - Multi-Family,54000,
10-05-09,78617,Multi-Family,2997500,
02-12-10,78617,Residential,23414400,
29-08-09,78652,Irrigation - Residential,53200,
01-05-15,78652,Residential,1034400,
24-07-14,78652,Multi-Family,22300,
01-03-19,78653,Residential,2542900,
22-11-13,78653,Multi-Family,266700,
15-02-11,78660,Multi-Family,3668400,
20-04-14,78660,Irrigation - Residential,13100,
06-03-14,78660,Residential,10533100,
05-08-13,78701,Multi-Family,13276100,
12-03-19,78701,Residential,1766700,
05-09-18,78701,Irrigation - Multi-Family,464300,
03-05-16,78702,Multi-Family,8955700,
21-02-15,78702,Irrigation - Residential,26500,
03-01-16,78702,Irrigation - Multi-Family,1244300,
31-03-16,78702,Residential,32415400,
19-02-18,78703,Irrigation - Multi-Family,986800,
05-08-18,78703,Irrigation - Residential,2309700,
14-11-11,78703,Residential,87302400,
02-06-12,78703,Multi-Family,15379000,
07-01-15,78704,Irrigation - Residential,292400,
07-05-12,78704,Irrigation - Multi-Family,2756700,
22-10-13,78704,Residential,68150600,
04-06-11,78704,Multi-Family,50265900,
04-10-10,78705,Irrigation - Residential,138700,
13-10-13,78705,Residential,13664500,
06-02-18,78705,Irrigation - Multi-Family,623700,
23-05-10,78705,Multi-Family,27418900,
03-06-14,78717,Irrigation - Multi-Family,6114900,
30-08-12,78717,Irrigation - Residential,31000,
29-04-15,78717,Multi-Family,7192900,
03-12-17,78717,Residential,52836100,
16-04-10,78719,Multi-Family,598600,
10-09-17,78719,Residential,2355500,
11-03-12,78721,Residential,18381500,
20-11-16,78721,Multi-Family,4762500,
06-07-11,78721,Irrigation - Residential,20900,
04-01-10,78721,Irrigation - Multi-Family,301000,
06-05-17,78722,Irrigation - Multi-Family,154500,
13-04-10,78722,Multi-Family,3256300,
09-12-09,78722,Residential,13650900,
10-12-14,78723,Irrigation - Multi-Family,153300,
13-01-12,78723,Residential,51091600,
08-12-15,78723,Multi-Family,22601700,
24-06-14,78724,Multi-Family,13099500,
03-10-10,78724,Residential,23865300,
31-08-18,78724,Irrigation - Residential,39100,
27-09-12,78724,Irrigation - Multi-Family,137800,
16-08-15,78725,Residential,3040000,
15-11-17,78725,Multi-Family,311700,
22-05-11,78726,Multi-Family,11997400,
21-10-13,78726,Irrigation - Residential,33200,
31-08-19,78726,Irrigation - Multi-Family,6229100,
11-10-17,78726,Residential,32795100,
19-12-18,78727,Residential,67475900,
20-07-18,78727,Multi-Family,22301800,
23-01-10,78727,Irrigation - Residential,7500,
31-08-15,78727,Irrigation - Multi-Family,8639700,
21-12-12,78728,Residential,6010300,
14-09-15,78728,Multi-Family,9007000,
12-04-18,78728,Irrigation - Multi-Family,1053400,
19-01-16,78729,Irrigation - Residential,19200,
31-05-19,78729,Residential,39158000,
18-08-18,78729,Irrigation - Multi-Family,4293500,
06-07-16,78729,Multi-Family,25646600,
10-08-10,78730,Multi-Family,4870600,
12-10-19,78730,Irrigation - Residential,396800,
27-06-17,78730,Residential,29226500,
04-12-13,78730,Irrigation - Multi-Family,1634700,
14-02-10,78731,Irrigation - Multi-Family,1268200,
14-10-16,78731,Residential,110351900,
02-02-12,78731,Multi-Family,20372900,
01-02-16,78731,Irrigation - Residential,842400,
06-01-19,78732,Residential,18200,
21-06-17,78733,Residential,53100,
21-07-18,78735,Multi-Family,11845100,
01-01-13,78735,Irrigation - Multi-Family,2749300,
04-04-12,78735,Residential,42286200,
12-01-13,78736,Irrigation - Multi-Family,1335200,
16-02-14,78736,Residential,24910700,
08-12-13,78736,Irrigation - Residential,23200,
19-03-15,78736,Multi-Family,1953200,
03-03-15,78737,Residential,13082000,
21-03-13,78737,Irrigation - Residential,8800,
05-06-15,78738,Residential,8300,
15-08-16,78739,Residential,84882500,
26-06-12,78739,Irrigation - Residential,,
30-11-11,78741,Irrigation - Multi-Family,4372700,
12-05-16,78741,Irrigation - Residential,74600,
10-09-19,78741,Multi-Family,85895200,
29-06-12,78741,Residential,24957700,
22-08-15,78742,Residential,917900,
27-11-17,78742,Multi-Family,977200,
20-03-12,78744,Irrigation - Multi-Family,1449600,
23-07-09,78744,Irrigation - Residential,4800,
13-04-19,78744,Multi-Family,27359600,
06-12-16,78744,Residential,62464100,
14-01-10,78745,Irrigation - Residential,113300,
31-10-19,78745,Residential,108011400,
25-04-14,78745,Irrigation - Multi-Family,4043300,
31-08-10,78745,Multi-Family,33729800,
01-03-15,78746,Residential,59619400,
14-12-19,78746,Irrigation - Residential,636900,
06-03-18,78746,Multi-Family,14998100,
13-12-09,78746,Irrigation - Multi-Family,1336200,
15-12-18,78747,Multi-Family,8633000,
02-12-16,78747,Irrigation - Multi-Family,1918400,
20-03-09,78747,Irrigation - Residential,22700,
28-11-11,78747,Residential,36753400,
07-02-15,78748,Irrigation - Multi-Family,8030500,
14-12-16,78748,Residential,112391900,
27-07-09,78748,Multi-Family,18688000,
28-06-18,78748,Irrigation - Residential,19100,
17-06-16,78749,Irrigation - Residential,18600,
11-06-10,78749,Residential,114972900,
29-11-16,78749,Irrigation - Multi-Family,8898700,
21-10-10,78749,Multi-Family,17553400,
12-12-13,78750,Irrigation - Multi-Family,3359400,
05-03-11,78750,Irrigation - Residential,35100,
28-03-16,78750,Multi-Family,14976200,
12-09-17,78750,Residential,95560300,
12-12-15,78751,Irrigation - Residential,132400,
